issueTitle,sectionTitle,sectionAbbrev,authors,articleTitle,year,datePublished,volume,issue,endPage,startPage,articleAbstract,galleyLabel,authorEmail,fileName,keywords,language
ICT & The City,Article,AR,"Firmino, Rodrigo; Duarte, Fabio",Manifestations and implications of an augmented urban life,2010,2010/03/01,12,,34,27,"In this paper we investigate how the shift to a completely urban global world intertwined by ubiquitous and mobile ICTs changes the ontological meaning of space, and how the use of these technologies challenges the social and political construction of territories and the cultural appropriation of places. Our approach to this conceptual debate will focus on what we consider to be more direct and tangible implications of this augmentation of urban life. Three types of manifestations will represent the core of the discussions presented here, both through theoretical approaches and analytical descriptions of some examples: surveillance artefacts which permeate our daily life and allow a hypothetical total control of space; locative media that gives us the freedom of spatial mobility and the possibility of creating and recreating places; and the global networks of signs, values and ideologies, which break down the social and political boundaries of territories.",PDF,ojshelp@ualberta.ca,012-full_29-36.pdf,,English
ICT & The City,Article,AR,"Ess, Charles",Brave New Worlds? The Once and Future Information Ethics,2010,2010/03/01,12,,43,35,"I highlight several aspects of current and future developments of the internet, in order to draw from these in turn specific consequences of particular significance for the ongoing development and expansion of information ethics. These consequences include changing conceptions of self and privacy in both Western and Eastern countries, and correlative shifts from the communication technologies of literacy and print to a ?secondary orality.? These consequences in turn imply that current and future information ethics should focus on developing a global but pluralistic virtue ethics - one that may offset the anti-democratic dangers of such secondary orality.",PDF,ojshelp@ualberta.ca,012-full_37-end.pdf,,English
Intercultural Information Ethics,Editorial,ED,Editors,On IRIE Vol. 13,2009,2009/10/01,11,,1,1,,PDF,ojshelp@ualberta.ca,011-full_3-4.pdf,,English
Intercultural Information Ethics,Article,AR,"Hongladarom, Soraj; Britz, Johannes",Intercultural Information Ethics,2009,2009/10/01,13,,5,2,,PDF,ojshelp@ualberta.ca,013-full_4-7.pdf,,Englsih
Intercultural Information Ethics,Article,AR,"Weber, Karsten","Information Ethics in a Different Voice, Or: Back to the Drawing Board of Intercultural Information Ethics.",2010,2010/10/01,13,,11,6,"Within the information ethics community one can observe a mainstream discussion including some fundamental presuppositions which appear to be something like dogmas. The most important of these dogmas seems to be that we must create a new kind of intercultural information ethics. It is often argued that (comparative) studies have shown that different cultures, according to culturally determined norms and values, react in different ways to the impacts of ICT; it is stressed that an intercultural information ethics must take these cultural particularities into account. But in the paper at hand it shall be argued that taking cultural differences into consideration does not create a necessity to invent a new intercultural information ethics. On the contrary it shall be claimed that we already know several intercultural ethics which only have to be applied to ICT and its impact to societies.",PDF,ojshelp@ualberta.ca,013-full_8-13.pdf,,English
Intercultural Information Ethics,Article,AR,"Asai, Ryoko",NEKAMA Men Living Different Lives on the Internet,2010,2010/10/01,13,,19,12,"At present, a huge number of people join in online games or SNS. With increasing the number of its users, online communication with invisibility and anonymity has generated a new type of communicators in Japan; those are referred to as ?Nekama? and have communication based on the Japanese gendered linguistic system, in online communities. ?Nekama? means a male participant who represents himself as a female in the cyber space. Whereas, he naturally spends his daily life as a male and most of them are heterosexual in the real space. Doing ?Nekama? enables a male participant to free from traditional gender role. However, the existence of ?Nekama? can bring up gender issues in the cyber space. Because they fill the lack of information about who they are with gender images and the Japanese women?s language. Therefore, ?Nekama? release himself from fixed gender order in the real space, and at the same time he reproduces and strengthens gender order in the cyber space.",PDF,ojshelp@ualberta.ca,013-full_14-21.pdf,,English
Intercultural Information Ethics,Article,AR,"Murayama, Kenya; Lennerfors, Thomas Taro; Murata, Kiyoshi",Winny and the Pirate Bay: A comparative analysis of P2P software usage in Japan and Sweden from a socio-cultural perspective,2010,2010/10/01,13,,25,20,"In this paper, we examine the ethico-legal issue of P2P file sharing and copyright infringement in two different countries ? Japan and Sweden ? to explore the differences in attitude and behaviour towards file sharing from a socio-cultural perspective. We adopt a comparative case study approach focusing on one Japanese case, the Winny case, and a Swedish case, the Pirate Bay case. Whereas similarities in attitudes and behaviour towards file sharing using P2P software between the two countries are found in this study, the Swedish debate on file sharing has been coloured by an ideological and political dimension, which is absent in the Japanese context. This might indicate that Swedes have been more interested in issues of right and wrong, and the creation of political subject of piracy, while the Japanese are more interested in their own individual well being.",PDF,ojshelp@ualberta.ca,013-full_22-27.pdf,,English
Intercultural Information Ethics,Article,AR,"Wong, Pak-Hang",The ?Good Life? in Intercultural Information Ethics: A New Agenda,,,13,,32,26,"Current research in Intercultural Information Ethics (IIE) is preoccupied, almost exclusively, by moral and political issues concerning the right and the just (e.g., Hongladarom & Ess 2007; Ess 2008; Capurro 2008) These issues are undeniably important, and with the continuing development and diffusion of ICTs, we can only be sure more moral and political problems of similar kinds are going to emerge in the future. Yet, as important as those problems are, I want to argue that researchers? preoccupation with the right and the just are undesirable. I shall argue that IIE has thus far overlooked the issues pertaining to the good life (or, individual?s well-being). IIE, I claim, should also take into account these issues. Hence, I want to propose a new agenda for IIE, i.e. the good life, in the current paper.",PDF,ojshelp@ualberta.ca,013-full_28-34.pdf,,English
Intercultural Information Ethics,Article,AR,"Costa, Gonáalo Jorge Morais; Silva, Nuno Sotero Alves ",Informational Existentialism! Will Information Ethics Shape Our Cultures?,2010,2010/10/01,13,,41,34,"The evolution of philosophy and physics seem to acknowledge that ?informational existentialism? will be possible. Therefore, this contribution aims to comprehend if Heidegger existentialism can enrich the bound between information theory and the intercultural dialogue as regards to information. Even so, an important query arises: why specifically Heidegger?s philosophy? Because it highlights an intercultural dialogue namely with East Asian and with Arabic philosophy, which is also consistent with the debate concerning the potential value and contribution of information theory to the intercultural dialogue. Therefore, this manuscript intends to understand if information is shaping worldwide cultures as a consequence of its existence.",PDF,ojshelp@ualberta.ca,013-full_35-end.pdf,,English
Teaching Information Ethics,Editorial,ED,Editors,On IRIE Vol. 14,2010,2010/12/01,14,,1,1,,PDF,ojshelp@ualberta.ca,014_editors.pdf,,English
Teaching Information Ethics,Introduction,INTRO,"Buchanan, Elizabeth A.; Ocholla, Dennis",Teaching Information Ethics,2010,2010/12/01,14,,3,2,,PDF,ojshelp@ualberta.ca,014_elizabeth.pdf,,English
Teaching Information Ethics,Article,AR,"Samek, Toni",Teaching Information Ethics in Higher Education: A Crash Course in Academic Labour,2010,2010/12/01,14,,9,4,"This article builds on several prior informal publications that delve into my experiences teaching a course on intellectual freedom and social responsibility in librarianship in the context of the North American library and information studies curriculum. Here, I extend those discussions into a deeper exploration of the academic labour that frames conditions for teaching information ethics. While the intellectual freedom and social responsibility in librarianship subject matter represents only one narrow slice of the bigger information ethics pie, the actual teaching of it sheds light on more universal instructor immersion in contestations over internationalization of higher education, the contingent worker model, the meaning of global citizenship education and research, and academic freedom in the 21st century. This focused lens takes in how the working conditions of faculty are the learning conditions of students, as well as how some of the ill practices explored in information ethics (e.g., censorship) can also be apparent in the institutions in which it is taught. Thus, this article recognizes the political context of information ethics within the academy, a place undergoing redefinition in academic visions and plans designed to push faculty, staff and students harder in global competitions for university rankings.",PDF,ojshelp@ualberta.ca,014-samek.pdf,,English
Teaching Information Ethics,Article,AR,"Saab, David J.",Teaching Information Ethics in an iSchool,2010,2010/12/01,14,,16,10,"The iSchool movement is an academic endeavor focusing on the information sciences and characterized by a number of features: concern with society-wide information problems, flexibility and adaptability of curricula, repositioning of research towards interdisciplinary and multidisciplinary exchange (Harmon, 2006). Teaching information ethics in an iSchool would seem to be a requisite for students who will have an enormous impact on the information technologies that increasingly permeate our lives. The case for studying ethics in a college of information science and technology, as opposed to the liberal arts and humanities, has been regarded only marginally, however. In this paper I explore how I developed and delivered an information ethics course, paying attention to student receptivity and learning, course structure and assignments, as well as its connection to the wider curriculum and its efficacy.",PDF,ojshelp@ualberta.ca,014-Saab.pdf,,
Teaching Information Ethics,Article,AR,"Zimmer, Michael",Innovations and Challenges in Teaching Information Ethics Across Educational Contexts,2010,2010/12/01,14,,22,17,"Renewed attention to integrating information ethics within graduate library and information science (LIS) programs has forced LIS educators to ensure that future information professionals ? and the users they interact with ? participate appropriately and ethically in our contemporary information society. Along with focusing on graduate LIS curricula, information ethics must become infused in multiple and varied educational contexts, ranging from elementary and secondary education, technical degrees and undergraduate programs, public libraries, through popular media, and within the home. Teaching information ethics in these diverse settings and contexts brings numerous challenges and requires new understandings and innovative approaches. In keeping with the 2011 Association for Library and Information Science Education (ALISE) conference theme of ?Competitiveness and Innovation,? a diverse panel of educators and researchers were convened to foster a discussion in how to best incorporate information ethics education across diverse contexts, and how to develop innovative educational methods to overcome the challenges these contexts inevitably present. This article reports on that panel discussion and offers recommendations towards achieving success in information ethics education.",PDF,ojshelp@ualberta.ca,014-Zimmer.pdf,,English
Teaching Information Ethics,Article,AR,"Alvarez, Miguel Angel PÇrez",Teaching Information Ethics,2010,2010/12/01,14,,28,23,"The emergence of social networking is closely related with the new technologies improving user interface experience thus making the interaction between users more natural and intuitive. Before, the first online communities of interest were user lists and asynchronous discussion groups resembling more the form of mass mailings than informal discussions in a cafe or in a classroom. The impact of web 2.0 on scientific practices has become evident in establishing more and more epistemic communities as virtual communities and vice versa. With respect to the role of the paradigm in the constitution and operations of an epistemic community, the framework of values and the ethical reflection of that become its own form of binding and guiding principle of the theoretical action. Thus any individual who joins an online community with the ambition of an epistemic effect must develop the morals and ethics necessary to enable him/her to understand the relevant forms of their theoretical practice.",PDF,ojshelp@ualberta.ca,014-Alvarez.pdf,,Spanish
Teaching Information Ethics,Article,AR,"Mutula, Stephen M",A Framework for Integrating Information Ethics (IE) in the Curricula for Africa,2010,2010/12/01,14,,38,29,"The debate about embedding information ethics (IE) in the curriculum in Africa is gaining momentum as scholars from developed and developing world engage on the subject. Some research publications are starting to emerge on information ethics in Africa but so far they have been confined to addressing the extent to which information ethics is necessary, who should offer information ethics and why, who should be taught and at what levels, the duration of offering the course/program and the content that should be included in the curriculum. Little attention has been placed on the theoretical framework that should underpin IE curriculum for Africa as well as the sources of IE content for the curriculum. This paper therefore addresses the following issues: rationale for integrating information ethics in the curricula in Africa; theoretical and institutional framework for IE curriculum; potential sources of content for information ethics curricula, challenges of integrating information ethics into the curricula in Africa and prospects for integrating IE into the curricula in Africa.",PDF,ojshelp@ualberta.ca,014-Mutula.pdf,,English
Teaching Information Ethics,Article,AR,"Bester, Coetzee ",Reflections On 2011 ANIE Activities Towards Teaching Information Ethics in Africa,2010,2010/12/01,14,,40,39,This short report on the 2011 ANIE activities towards Teaching Information Ethics in Africa reflects the work that has been done by many dedicated academics and officials.,PDF,ojshelp@ualberta.ca,014-Mutula.pdf,,English
Teaching Information Ethics,Article,AR,"Sorj, Bernardo; Lissovsky, Mauricio",Internet in Brazilian Public Schools: Policies beyond Politics1,2010,2010/12/01,14,,63,41,"This article examines the use of computers and the internet in Brazilien Public Schools. It observes the broad use of the new technologies and argues that the mainly political decision to do so must now be translated into responsible policies in both the use of resources and the goals they are meant to support, maximizing benefits and minimizing waste.",PDF,ojshelp@ualberta.ca,014-Sorj-Lissovsky.pdf,,English
Ethics of Sharing,Editorial,ED,Editors,On IRIE Vol. 15,2011,2011/09/01,15,,1,1,,PDF,ojshelp@ualberta.ca,015_editors.pdf,,English
Ethics of Sharing,Introduction,INTRO,"Stalder, Felix; SÅtzl, Wolfgang",Ethics of Sharing,2011,2011/09/01,15,,2,2,,PDF,ojshelp@ualberta.ca,015-stalder-sutzl.pdf,,English
Ethics of Sharing,Article,AR,"Wittel, Andreas",Qualities of Sharing and their Transformations in the Digital Age,2011,2011/09/01,15,,8,3,"This article examines the social side of sharing. It is an attempt to work towards a sociological concept of sharing in the digital age. This is the hypothesis: different forms of sharing have different qualities with respect to the social. Digital technologies bring about new forms of sharing. In order to support this claim I will analyse the social qualities of sharing by focusing on the object, on what is being shared. Using an object-centred analysis it will be argued that digital forms of sharing introduce a new function of sharing. Whereas pre-digital sharing was about exchange, sharing with digital technologies is about exchange and about distribution.",PDF,ojshelp@ualberta.ca,015-Wittel.pdf,,English
Ethics of Sharing,Article,AR,"Morell, Mayo Fuster",The Unethics of Sharing: Wikiwashing,2011,2011/09/01,15,,16,9,"In order for online communities to assemble and grow, some basic infrastructure is necessary that makes possible the aggregation of the collective action. There is a very intimate and complex relationship between the technological infrastructure and the social character of the community which uses it. Today, most infrastructure is provided by corporations and the contrast between community and corporate dynamics is becoming increasingly pronounced. But rather than address the issues, the corporations are actively obfuscating it. Wikiwashing refers to a strategy of corporate infrastructure providers where practices associated to their role of profit seeking corporations (such as abusive terms of use, privacy violation, censorship, and use of voluntary work for profit purposes, among others) that would be seen as unethical by the communities they enable are concealed by promoting a misleading image of themselves associated with the general values of wikis and Wikipedia (such as sharing and collaboration, openness and transparency). The empirical analysis is based on case studies (Facebook , Yahoo! and Google) and triangulation of several methods.",PDF,ojshelp@ualberta.ca,015-Morell.pdf,,English
Ethics of Sharing,Article,AR,"Frick, Marie-Luisa; Oberprantacher, Andreas","Shared is not yet Sharing, Or: What Makes Social Networking Services Public?",2011,2011/09/01,15,,23,17,"According to a libidinally charged slogan, Social Networking Services are meant to give ?people the power to share and make the world more open and connected.? But does the digital act of sharing personal information ? invested in so many of the New Social Media ? make such internet domains a public realm? What characterizes actually the public according to classical political theory, and what sort of performances become visible in digital fora under the banners of interactivity, friendship and an alleged dissolution of boundaries? Against the background of increasingly elastic borders between things considered private and spaces declared public as well as of a remarkable spectrum of modes of sharing ? ranging from disclosing daily trivia to collectively expressing political dissent ? our contribution will examine the ambivalence of sharing in Social Networking Services, not least in Facebook, in terms of a paradoxical nexus of passions and risks.",PDF,ojshelp@ualberta.ca,015-Frick-Oberprantacher.pdf,,English
Ethics of Sharing,Article,AR,"Campanelli, Vito",Remix Ethics,2011,2011/09/01,15,,32,24,"Occupying the increasingly thin line that separates legitimate appropriation from plagiarism, remix practice raises significant ethical issues. The issue is rendered more complicated by the fact that this line frequently shifts, both in academic debates and in legal. If in large Western nations remix practice is widely considered legitimate, it is still considered necessary to add something personal to one?s sources, and if at all possible to enrich those sources in some way. This is usually considered sufficient to avoid misappropriating someone else?s intellectual work. In the last few years, various legal actions in the EU and the USA have revealed a significant gap between this apparently moderate position, and the position of legislators. The purpose of this paper is to take a look at some of the most controversial positions on the issue of ?remix ethics?, attending more closely to aesthetic implications than to political consequences42 .",PDF,ojshelp@ualberta.ca,015-Campanelli.pdf,,English
Ethics of Sharing,Article,AR,"Apprich, Clemens",Teilen und Herrschen: Die ?digitale Stadt? als VorlÑuferin heutiger Medienpraxen,2011,2011/09/01,15,,40,33,"The beginning of the 1990s saw the rise of critical interest in examining the promises and risks posed by newly built network technologies in Europe. A key role within these discussions was played by the newly founded ?Digital Cities?, whose stated goal was to provide the necessary infrastructure for self-governed communities. Not only was the shared use of technological infrastructure crucial to the invention of new forms of organization, interaction and participation, but also the active sharing of common goals and interests. For this reason the idea of the digital city with its virtual communities helped to implement new technologies by providing the necessary metaphors in order to translate technological developments into social practices. Hence, many of the technologies that make up Web 2.0 emerged in the 1990s, and with them also emerged the idea of social media, user-generated content or participatory platforms. By retracing the threads of current practices of sharing back into the early days of network building, the aim of this article is to critically examine new forms of network-based subjectivation which produce specific concepts of subjectivity within the digital environment.",PDF,ojshelp@ualberta.ca,015-Apprich.pdf,,German
Ethics of Sharing,Article,AR,Alessandro Delfant,Hacking genomes. The ethics of open and rebel biology,2011,2011/09/01,15,,57,52,"A new open science culture is emerging within the current system of the life sciences. This culture mixes an ethic of sharing with features such as anti-bureaucracy rebellion, hedonism, search for profit. It is a recombination of an old culture, the Mertonian ethos of modern open science, and a new one: the hacker ethic. This new culture has an important role in the evolving relationship between science and society. And it maintains a political ambivalence. Biohackers are rebel scientists and open access advocates who challenge today?s Big Bio?s concentration of power. But at the same time they live in a new territory of accumulation that never excludes entrepreneurship and profit.",PDF,ojshelp@ualberta.ca,015-Delfanti.pdf,,English
Ethics of Online Social Networks,Editorial,ED,Editors,On IRIE Vol. 16,2011,2011/12/01,16,,2,1,,PDF,ojshelp@ualberta.ca,016_editors.pdf,,English
Ethics of Online Social Networks,Introduction,INTRO,"Marturano, Antonio",The Ethics of Online Social Networks,2011,2011/12/01,16,,5,3,,PDF,ojshelp@ualberta.ca,marturano.pdf,,English
Ethics of Online Social Networks,Article,AR,"Rizza, Caroline; Curvelo, Paula; Crespo, Inàs; Chiaramello, Michel; Ghezzi, Alessia; Pereira, Angela Guimar∆es ",Interrogating Privacy in the digital society: media narratives after 2 cases,2011,2011/12/01,16,,17,6,"The introduction of information technology (IT) in the society and its pervasiveness in every aspect of citizens? daily life highlight societal stakes related to the goals regarding the uses IT, such as social networks. This paper examines two cases that lack a straightforward link with privacy as addressed and protected by existing law in Europe (EU) and the United-States (USA), but whose characteristics, we believe fall on other privacy function and properties. In Western societies, individuals rely on normative discourses, such as the legal one, in order to ensure protection. Hence, the paper argues that other functions of privacy need either further framing into legislation or they need to constitute in themselves normative commitments of an ethical nature for technology development and use. Some initiatives at the EU level recall such commitments, namely by developing a normative discourse based on ethics and human values. We argue that we need to interrogate society about those normative discourses because the values we once cherished in a non-digital society are seriously being questioned.",PDF,ojshelp@ualberta.ca,rizza-etal.pdf,,English
Ethics of Online Social Networks,Article,AR,"Adams, Andrew A; Murata, Kiyoshi; Orito, Yohko; Parslow, Pat",Emerging Social Norms in the UK and Japan on Privacy and Revelation in SNS,2011,2011/12/01,16,,26,18,"Semi-structured interviews with university students in the UK and Japan, undertaken in 2009 and 2010, are analysed with respect to the revealed attitudes to privacy, self-revelation and revelation by/of others on SNS.",PDF,ojshelp@ualberta.ca,adams-etal.pdf,,English
Ethics of Online Social Networks,Article,AR,"Skog, Daniel",Ethical Aspects of Managing a Social Network Site: a Disclosive Analysis,2011,2011/12/01,16,,32,27,"Managing an online social network site is not an easy task. First, the software environment must be designed with tools that promote social interaction. Second, the social environment most be nurtured and protected with thoughtful and balanced rules that allow for freedom within limits. This paper reports from an ethnographic study of a Swedish social network site, and focuses on how the site managers try to deal with undesirable use patterns and behaviors among members, at the same time struggling with the unexpected social outcome of a software redesign. Adopting a disclosive ethics approach, the paper highlights some of the ethical challenges embedded in the process of managing the site, and discusses their implications.",PDF,ojshelp@ualberta.ca,skog.pdf,,English
Ethics of Online Social Networks,Article,AR,"GutiÇrrez, Juan JosÇ Prieto ",Herramientas para el an†lisis y monitoreo en Redes Sociales,2011,2011/12/01,16,,40,33,"Networks or partnerships are used by humans since the beginning of humanity and its analysis raises concerns from many different sectors of society. In the era of the network of networks, Internet, networks are generated by virtual connections of the agents. Social Network Analysis (SNA) studies the relationship relation to each other, the social structure. It is an area that is emerging as essential in decision-making processes for its ability to analyze and intervene in the behaviour of structures. We analyze three NSA tools that monitor conversations on the Organization ""IFLA"" keyword in order to measure the feeling of them, managing social efforts to relate the flows between the entities, groups, etc.",PDF,ojshelp@ualberta.ca,gutierrez.pdf,,Spanish
Ethics of Online Social Networks,Article,AR,"Spinello, Richard A",Privacy and Social Networking Technology,2011,2011/12/01,16,,60,41,"This paper reviews Facebook?s controversial privacy policies as a basis for considering how social network sites can better protect the personal information of their users. We argue that Facebook?s architecture leaves its users too exposed, especially to online surveillance. This architecture must be modified and Facebook must be more proactive in safeguarding the rights of their customers as it seeks to find the proper balance between user privacy and its commercial interests.",PDF,ojshelp@ualberta.ca,spinello.pdf,,English
Ethics of Online Social Networks,Article,AR,"Coll, Sami; Glassey, Olivier; Balleys, Claire",Building social networks ethics beyond ?privacy?: a sociological perspective,2011,2011/12/01,16,,53,47,"This article aims to widen the question of online social networks sites (SNS) ethics going beyond the questions of privacy and self-management of data, yet dominant in the public debates. The main theoretical framework developed in this paper, based both on recent contributions and classical sociology, is that SNS have to deal with the social dynamics of distinction and social classes like in any other spaces. From this perspective, focusing only on online privacy is too subjective and individualistic to provide a satisfying answer. Thus, we suggest that transparency should be considered as a social and collective fact rather than an individual characteristic. Boundaries between online and offline world are becoming increasingly porous and we argue, although acknowledging certain particular characteristics of SNS, that SNS ethics should be less about the specificities of online behaviors than on their articulation with the social world.",PDF,ojshelp@ualberta.ca,coll-etal.pdf,,English
Ethics of Online Social Networks,Article,AR,"Killburn, Michelle",Why Individuals Choose to Post Incriminating Information on Social Networking Sites: Social Control and Social Disorganization Theories in Context,2011,2011/12/01,16,,59,54,"Facebook, Twitter, MySpace, and many more social networking sites are becoming mainstream in the lives of numerous individuals in the United States and around the globe. How these sites could potentially impact one?s perception of community, as well as the ability to enhance (or impede) strong social bonding, is an area of concern for many sociologists and criminologists. Current literature is discussed and framed through the lenses of social disorganization and social control theories as they relate to an individual?s propensity to commit crime/indiscretions and then post comments relating to those activities on social networking sites. The result is gained insight into the communal attributes of social networking and a contribution to the discussion of the relationship among the social components of the internet, criminal activity, and one?s sense of community. Implications and areas of future research are also addressed.",PDF,ojshelp@ualberta.ca,killburn.pdf,,English
Ethics of Online Social Networks,Article,AR,"Kyper, Eric; Blake, Roger",Understanding the role of ethics in the intention to share files using P2P networks,2011,2011/12/01,16,,73,60,"This research examines the role that ethics plays in an individual?s intention to engage in peer-to-peer (P2P) file sharing. Previous studies have focused on P2P file sharing as primarily an act of piracy; and accordingly many, although not all, have found that ethical considerations do play a role in file sharing intentions. While piracy over P2P networks has continued and ethical predispositions clearly remain important issues, in the face of new business models and increased use of P2P file sharing for perfectly legitimate applications, the percentage of pirated files has decreased even as overall P2P network traffic has grown. It is therefore important to understand a user?s intentions to engage in P2P file sharing as a whole, without restricting that understanding to the single aspect of piracy. But because piracy is still a factor, it is critical to consider the role of ethics in those intentions. The objectives of this research are to propose and test a model of file sharing intentions based on the theory of planned behavior which considers ethical predisposition. Structural equation modeling is used to analyze our model. The results show that while ethical predisposition does not have a significant effect on intentions, other factors do. From this we draw several important conclusions regarding P2P file sharing. These are findings that have significance for network managers and internet service providers, both of who are greatly concerned about the impact of this mode of file sharing. This work is the first of its kind to provide a macro level understanding of the role ethics plays in file sharing in general, not restricted to illicit activities.",PDF,ojshelp@ualberta.ca,kyper-blake.pdf,,English
Ethics of Online Social Networks,Article,AR,"Capurro, Rafael",Never Enter Your Real Data1,2011,2011/12/01,16,,78,74,"The present debate over privacy and security is on shaping freedom in the digital age. It seems unquestionable that ICT in general and social media in particular are changing the ""web of relationships"" (H. Arendt) that binds us. What makes this debate on ICT and social media unique is the fact that it takes place at a local and global level with different forms of synergy related to questions of friendship and fun no less than of oppression and justice. This paper addresses particularly the question about different forms of concealing and unconcealing ourselves in and through social media.",PDF,ojshelp@ualberta.ca,capurro.pdf,,English
Ethics of Online Social Networks,Article,AR,"Puotinen, Sara L","Twitter Cares? Using Twitter to Care About, Care for and Care With Women Who Have Had Abortions",2011,2011/12/01,16,,84,79,"In this paper, I argue that Angie Jackson and her live-tweeting of her abortion and Step Herold, and development of the #ihadanabortion hashtag, used twitter to practice empathy-as-care. Challenging the perception, fueled by newspaper reports, television news segments, popular accounts of scientific studies and academic articles, that twitter strips us of our empathy and makes us uncaring and apathetic, I explore how Angie Jackson?s live-tweet and Steph Herold?s hashtag enabled users to care about, care for and care with women who have had abortions. While the caring practices that these projects allowed for were tenuous, fleeting and not always successful, their presence on twitter indicates that social media like twitter have the potential to enable us to care and should be taken seriously as spaces with ethical value.",PDF,ojshelp@ualberta.ca,puotinen.pdf,,English
Ethics of Online Social Networks,Article,AR,"BÅlow, William",Pluralism about the Value of Privacy,2011,2011/12/01,16,,88,85,"This paper responds to two counterexamples to the view that privacy is valuable because of its connection to personal autonomy. It is argued that these counterexamples fail to establish that personal autonomy is not relevant for the value of privacy, but only the cautious claim that respect for personal autonomy alone is not the only reason for which privacy ought to be respected. Based on the response to the counterexamples a distinction between value-monistic and value-pluralistic accounts about the value of privacy is introduced and it is argued that there are reasons for accepting a value-pluralistic approach to privacy.",PDF,ojshelp@ualberta.ca,buelow.pdf,,English
Ethics of Secrecy,Editorial,ED,Editors,On IRIE Vol. 17,2012,2012/07/01,17,,1,1,,PDF,ojshelp@ualberta.ca,017_editors.pdf,,English
Ethics of Secrecy,Introduction,INTRO,"Nagel, Daniel; Rath, Mathias; Zimmer, Michael",Secrets About Secrecy,2012,2012/07/01,17,,2,2,,PDF,ojshelp@ualberta.ca,nagel_rath_zimmer.pdf,,English
Ethics of Secrecy,Article,AR,"Capurro, Rafael; Capurro, Raquel","Secreto, lenguaje y memoria en la sociedad de la informaci¢n",2012,2012/07/01,17,,14,3,"This dialogue between a psychoanalyst (Raquel Capurro) and a specialist in information ethics (Rafael Capurro) deals with the relationship between secrecy, language and memory in the information society. The first part addresses the present debate on privacy and the Internet from a psychoanalytic perspective (Freud, Lacan), taking into consideration the relationship between language and memory. The second part deals with the concept of secrecy with regard to oblivion and censorship in the context of the digital network as a space in which seemingly anyone can tell anything to everybody. The question of ?what cannot be said? is posed from a psychoanalytic perspective. The third part explores the relationship between memory and secrecy. Secrecy is defined as a ?dispositif of exclusion.? The concept of ?information society? is contrasted to a ?society of secrecy?. This strategy opens a debate about the question of secrecy in the information society that might also help to disambiguate this concept when applied to concrete situations and spheres in which the question of where to draw the line arises.",PDF,ojshelp@ualberta.ca,capurro_capurro.pdf,,Spanish
Ethics of Secrecy,Article,AR,"Coll, Sami",The social dynamics of secrecy: Rethinking information and privacy through Georg Simmel,2012,2012/07/01,17,,20,15,"This article argues that Georg Simmel?s ideas on secrecy can shed new light on current debates around the relevance or otherwise of privacy as a protection against surveillance interventions. It suggests an interactional approach to privacy, and considers it as a dynamic process which redefines the boundary between what information should be disclosed and what information should be concealed in every social interaction. Simmel argues that this ?natural? process relies on the identification of the interlocutor: her psychological/emotional involvement in the relationship, her social position in society and the representation of her expectations. Recent empirical examples show that this interactional perspective may have the potential to reconcile differing privacy accounts, by linking theoretically different levels that are factually distinct: privacy as a collective fact, as a contextual integrity, and as an individual fact.",PDF,ojshelp@ualberta.ca,coll.pdf,,English
Ethics of Secrecy,Article,AR,"Ambrose, Mega Leta",You Are What Google Says You Are: The Right to be Forgotten and Information Stewardship,2012,2012/07/01,17,,30,21,"The right to be forgotten is a proposed legal response to the potential harms caused by easy digital access to information from one?s past, including those to moral autonomy. While the future of these proposed laws is unclear, they attempt to respond to the new problem of increased ease of access to old personal information. These laws may flounder in the face of other rights and interests, but the social values related to moral autonomy they seek to preserve should be promoted in the form of widespread ethical information practices: information stewardship. Code, norms, markets, and laws are analyzed as possible mechanisms for fostering information stewardship. All these mechanisms can support a new user role, one of librarian - curator of digital culture, protector of networked knowledge, and information steward.",PDF,ojshelp@ualberta.ca,ambrose.pdf,,English
Ethics of Secrecy,Article,AR,"Lodge, Juliet",The promise of ethical secrecy: can curiosity overcome automated groupthink?,2012,2012/07/01,17,,36,31,"Secrecy and transparency are fundamentally undermined by automated decisionmaking that transforms our understanding of where we begin and end, of self and society. This article considers whether and how technological applications compromise secrecy, transform our perception of the idea appropriate disclosure, our interaction in society and the society itself. It argues that secrecy is part of a continuum of transparency and accountability that cannot be reliably sustained and mediated by automated decisionmaking devoid of curiosity. Do we need an ethics of secrecy derived, perhaps, from our understanding of harmful effects of disclosure?",PDF,ojshelp@ualberta.ca,lodge.pdf,,English
Ethics of Secrecy,Article,AR,"Spence, Edward H","Government Secrecy, the Ethics of Wikileaks, and the Fifth Estate",2012,2012/07/01,17,,45,37,"This paper aims to systematically explore and provide answers to the following key questions: When is government secrecy justified? In a conflict between government secrecy and the public?s right to be informed on matters of public interest, which ought to take priority? Is Julian Assange a journalist and what justifies his role as a journalist? Even if Julian Assange is a journalist of the new media, was he justified in disseminating classified information to the public? Who decides what is in ?the public interest?? Is it only journalists of the Fourth Estate who decide that or also journalists of the Fifth Estate (new media)? This paper will answer the aforementioned questions by arguing that the media in the form of both the Fourth and Fifth Estates should inform the public on matters of public interest truthfully and ethically, even if sometimes they have to breach government secrecy.",PDF,ojshelp@ualberta.ca,spence.pdf,,English
