issueTitle,sectionTitle,sectionAbbrev,authors,articleTitle,year,datePublished,volume,issue,startPage,endPage,articleAbstract,galleyLabel,authorEmail,fileName,keywords
Volume 6: Advancing Human Genetics into Health Action,Main Submissions,MSA,"Kramer, Jennifer",Mitochondrial Replacement Therapy: Modifying Genes to Prevent Inherited Mitochondrial Disease,2015,2019/06/01,6,1,Page 39,page 41,,pdf,healthscienceinquiry@gmail.com,2015-6-msa-9-jk.pdf,
Volume 6: Advancing Human Genetics into Health Action,Main Submissions,MSA,"Zhang, Yichi Tony",Environmental responses mediated by histone deacetylation - biological and clinical implications,2015,2019/06/01,6,1,page 427,page 44,,pdf,healthscienceinquiry@gmail.com,2015-6-msa-10-ytz.pdf,
Volume 6: Advancing Human Genetics into Health Action,Ask an Expert,AAE,"Tremblay, Jacques P.",Why is gene therapy so attractive and so controversial?,2015,2019/06/01,6,1,page 46,page 46,,pdf,healthscienceinquiry@gmail.com,2015-6-aae-1-jpt.pdf,
Volume 6: Advancing Human Genetics into Health Action,Ask an Expert,AAE,"Olkhov-Mitsel, Ekaterina; Bapat, Bharati",How will the knowledge gained from epigenetics be translated to patient care in the following decade? How does this compare to traditional genetics?,2015,2019/06/01,6,1,page 47,page 48,,pdf,healthscienceinquiry@gmail.com,2015-6-aae-2-eom.pdf,
Volume 6: Advancing Human Genetics into Health Action,Ask an Expert,AAE,"Sirard, Marc-Andre",Are we responsible for the epigenetic changes we pass on to our offspring?,2015,2019/06/01,6,1,page 49,page 49,,pdf,healthscienceinquiry@gmail.com,2015-6-aae-3-mas.pdf,
Volume 6: Advancing Human Genetics into Health Action,Ask an Expert,AAE,"Bouchard, Luigi",The impact of the environment on the human (epi)genome: Are we responsible for the epigenetic changes we pass on to our offspring?,2015,2019/06/01,6,1,page 50,page 51,,pdf,healthscienceinquiry@gmail.com,2015-6-aae-4-lb.pdf,
Volume 6: Advancing Human Genetics into Health Action,Ask an Expert,AAE,"Shevell, Michael",Should whole genome sequencing be performed in all newborns?,2015,2019/06/01,6,1,page 52,page 53,,pdf,healthscienceinquiry@gmail.com,2015-6-aae-5-ms.pdf,
Volume 6: Advancing Human Genetics into Health Action,Ask an Expert,AAE,"Scherer, Stephen; Cohn, Ronald; Marshall, Christian; Szego, Michael",Newborn screening by whole genome sequencing? Not quite yet.,2015,2019/06/01,6,1,page 54,page 56,,pdf,healthscienceinquiry@gmail.com,2015-6-aae-6-ss.pdf,
Volume 6: Advancing Human Genetics into Health Action,Spotlight on Careers,SOC,"Sivro, Aida",Industrial postdoc: choosing a different path,2015,2019/06/01,6,1,page 58,page 59,,pdf,healthscienceinquiry@gmail.com,2015-6-soc-1-as.pdf,
Volume 6: Advancing Human Genetics into Health Action,Spotlight on Careers,SOC,"Liu, Rebecca",Interview with Dr. Ruby Nadler,2015,2019/06/01,6,1,page 60,page 61,,pdf,healthscienceinquiry@gmail.com,2015-6-soc-2-rl.pdf,
Volume 1: The H1N1 Virus,Main Submissions,MSA,"O'Brecht, Lyndsay",The Vulnerability of Aboriginal People to the H1N1 Flu Virus,2010,2010/06/01,1,1,Page 9,Page 10,,pdf,healthscienceinquiry@gmail.com,2010-1-msa-1-lo.pdf,
Volume 1: The H1N1 Virus,Main Submissions,MSA,"McGreevy, Alan","Perceived Risk, Shared Benefit and Social Interaction in Vaccination",2010,2010/06/01,1,1,Page 11,Page 12,,pdf,healthscienceinquiry@gmail.com,2010-1-msa-2-am.pdf,
Volume 1: The H1N1 Virus,Main Submissions,MSA,"Marfleet, Travis W.",Cytotoxic T Cell Response and Conserved Viral Epitopes: Considerations for Vaccination Against Newly Emerging Pandemic Influenza Strains,2010,2010/06/01,1,1,Page 13,Page 14,,pdf,healthscienceinquiry@gmail.com,2010-1-msa-3-twm.pdf,
Volume 1: The H1N1 Virus,Main Submissions,MSA,"Allen, Matti",Public Mistrust as a Barrier to Mass Vaccination During Influenza A (H1N1) Pandemic,2010,2010/06/01,1,1,Page 15,Page 16,,pdf,healthscienceinquiry@gmail.com,2010-1-msa-4-ma.pdf,
Volume 1: The H1N1 Virus,Main Submissions,MSA,"Dermen, Arthur; Evren, Sevan",Implications of Vaccinations During the 2009  H1N1 Outbreak and Impact on Future Pandemics,2010,2010/06/01,1,1,Page 17,Page 18,,pdf,healthscienceinquiry@gmail.com,2010-1-msa-5-ad.pdf,
Volume 1: The H1N1 Virus,Main Submissions,MSA,"Laidlaw, Tess",Epidemic Response Archetypes: Negotiating  Unknowns in Pandemic Planning,2010,2010/06/01,1,1,Page 19,Page 20,,pdf,healthscienceinquiry@gmail.com,2010-1-msa-6-tl.pdf,
Volume 1: The H1N1 Virus,Main Submissions,MSA,"Rac, Tanya",Designing Mass Immunization Clinics,2010,2010/06/01,1,1,Page 21,Page 22,,pdf,healthscienceinquiry@gmail.com,2010-1-msa-7-tr.pdf,
Volume 1: The H1N1 Virus,Main Submissions,MSA,"Sahota, Inderjeet",Post?analysis of the Swine Flu Pandemic:  Overreaction or Necessary Precaution?,2010,2010/06/01,1,1,Page 23,Page 24,,pdf,healthscienceinquiry@gmail.com,2010-1-msa-8-is.pdf,
Volume 1: The H1N1 Virus,Main Submissions,MSA,"Asrar, Farhan",H1N1 Pandemic Planning: Correlation Between  Human Behaviour and Pandemic Planning,2010,2010/06/01,1,1,Page 25,Page 26,,pdf,healthscienceinquiry@gmail.com,2010-1-msa-9-fa.pdf,
Volume 1: The H1N1 Virus,Main Submissions,MSA,"Scheer, Jacob",Naturopathic Medicine is a Viable Therapy  in the Prevention and Treatment of H1N1,2010,2010/06/01,1,1,Page 27,Page 28,,pdf,healthscienceinquiry@gmail.com,2010-1-msa-10-js.pdf,
Volume 1: The H1N1 Virus,Main Submissions,MSA,"Himsworth, Chelsea",If a Pig Coughs in Mexico the Whole  World Should Hear It,2010,2010/06/01,1,1,Page 29,Page 30,,pdf,healthscienceinquiry@gmail.com,2010-1-msa-11-ch.pdf,
Volume 1: The H1N1 Virus,Main Submissions,MSA,"Silva, Diego S.","H1N1 Influenza: Global Pandemic,  Global Vulnerabilities",2010,2010/06/01,1,1,Page 31,Page 32,,pdf,healthscienceinquiry@gmail.com,2010-1-msa-12-dss.pdf,
Volume 1: The H1N1 Virus,Main Submissions,MSA,"Huntington, Janis; Jones, Amanda",,2010,2010/06/01,1,1,Page 33,Page 34,,pdf,healthscienceinquiry@gmail.com,2010-1-msa-13-jh.pdf,
Volume 2: Cancer,News,NEW,"Sivro, Aida",Preventing the epidemic. Campaign to  Control Cancer,2011,2011/06/01,2,1,Page 14,Page 15,,pdf,healthscienceinquiry@gmail.com,2011-2-new-1-as.pdf,
Volume 2: Cancer,News,NEW,"Liu, Anita",Advancements in Epigenetic Research  and Its Role in Cancer Therapy,2011,2011/06/01,2,1,Page 16,Page 17,,pdf,healthscienceinquiry@gmail.com,2011-2-new-2-al.pdf,
Volume 2: Cancer,News,NEW,"Lee, Chan M.",Immunotherapy Research in Canada:  Where Do We Stand?,2011,2011/06/01,2,1,Page 18,Page 19,,pdf,healthscienceinquiry@gmail.com,2011-2-new-3-cml.pdf,
Volume 2: Cancer,News,NEW,"Geary, Janis",New Alberta Coalition Aims to Tackle  Cancer Through Healthy Public Policy,2011,2011/06/01,2,1,Page 20,Page 21,,pdf,healthscienceinquiry@gmail.com,2011-2-new-4-jg.pdf,
Volume 2: Cancer,News,NEW,"Dodd, Megan",Cyberknife Offers Novel Non-Invasive & Non- Surgical Cancer Treatment Option to Canadians,2011,2011/06/01,2,1,Page 22,Page 23,,pdf,healthscienceinquiry@gmail.com,2011-2-new-5-md.pdf,
Volume 2: Cancer,News,NEW,"Cheung, Rebecca",Men of Movember and Their  Motivations,2011,2011/06/01,2,1,Page 24,Page 25,,pdf,healthscienceinquiry@gmail.com,2011-2-new-6-rc.pdf,
Volume 2: Cancer,News,NEW,"McFadden, Sean",McMaster Breakthrough May One Day  Decrease Patient Reliance on Blood Donors,2011,2011/06/01,2,1,Page 26,Page 27,,pdf,healthscienceinquiry@gmail.com,2011-2-new-7-sm.pdf,
Volume 2: Cancer,Ask an Expert,AAE,"Rusthoven, James J.","In search for effective treatment for human diseases,  should researchers be permitted to use embryonic  stem cells within their research programs?",2011,2011/06/01,2,1,Page 28,Page 31,,pdf,healthscienceinquiry@gmail.com,2011-2-aae-8-jjr.pdf,
Volume 2: Cancer,Ask an Expert,AAE,"Vesprini, Nicholas D.",The ethics of animal research: A  neuroscientist’s view,2011,2011/06/01,2,1,Page 32,Page 35,,pdf,healthscienceinquiry@gmail.com,2011-2-aae-9-ndv.pdf,
Volume 2: Cancer,Main Submissions,MSA,"Apostoli, Anthony J.",Nanotechnology and the promise for  enhanced cancer chemotherapy,2011,2011/06/01,2,1,Page 36,Page 37,,pdf,healthscienceinquiry@gmail.com,2011-2-msa-10-aja.pdf,
Volume 2: Cancer,Main Submissions,MSA,"Barron, Carly",From diabetes to cancer: New  applications for targeting AMPK in the  clinical setting,2011,2011/06/01,2,1,Page 38,Page 39,,pdf,healthscienceinquiry@gmail.com,2011-2-msa-11-cb.pdf,
Volume 2: Cancer,Main Submissions,MSA,"Bureyko, Taylor F.; Murphy, Rachel A.",,2011,2011/06/01,2,1,Page 40,Page 41,,pdf,healthscienceinquiry@gmail.com,2011-2-msa-12-tfb.pdf,
Volume 2: Cancer,Main Submissions,MSA,"Dedina, Liana",Aurora kinases: A novel target for drug  development,2011,2011/06/01,2,1,Page 42,Page 43,,pdf,healthscienceinquiry@gmail.com,2011-2-msa-13-ld.pdf,
Volume 2: Cancer,Main Submissions,MSA,"Myette, Robert L.",Getting ‘JAK’ed about PI3K signaling in  metastatic colorectal cancer,2011,2011/06/01,2,1,Page 44,Page 45,,pdf,healthscienceinquiry@gmail.com,2011-2-msa-14-rlm.pdf,
Volume 2: Cancer,Main Submissions,MSA,"Khan, Waqas U.; Blonski, Diane",The global disparity surrounding  cancer treatment: How can the gap be  closed?,2011,2011/06/01,2,1,Page 46,Page 47,,pdf,healthscienceinquiry@gmail.com,2011-2-msa-15-wuk.pdf,
Volume 2: Cancer,Main Submissions,MSA,"Singal, Deepa; Erickson, Tannis","Is population based screening  mammography starting at 40 justifiable?  Benefits, risks and common sense",2011,2011/06/01,2,1,Page 48,Page 49,,pdf,healthscienceinquiry@gmail.com,2011-2-msa-16-ds.pdf,
Volume 2: Cancer,Main Submissions,MSA,"Blonski, Diane; Khan, Waqas U.",,2011,2011/06/01,2,1,Page 50,Page 51,,pdf,healthscienceinquiry@gmail.com,2011-2-msa-17-db.pdf,
Volume 2: Cancer,Main Submissions,MSA,"Kobayashi, Lindsay",The future of primary cancer prevention  in Canada: Reaching for every ounce of  prevention means reaching for equity,2011,2011/06/01,2,1,Page 52,Page 53,,pdf,healthscienceinquiry@gmail.com,2011-2-msa-18-lk.pdf,
Volume 2: Cancer,Main Submissions,MSA,"Cleghorn, Michelle",Public engagement in cancer control in  Canada,2011,2011/06/01,2,1,Page 54,Page 55,,pdf,healthscienceinquiry@gmail.com,2011-2-msa-19-mc.pdf,
Volume 2: Cancer,Main Submissions,MSA,"Dinh, Ngoc-Thy",To screen or not to screen?,2011,2011/06/01,2,1,Page 56,Page 57,,pdf,healthscienceinquiry@gmail.com,2011-2-msa-20-nd.pdf,
Volume 2: Cancer,Main Submissions,MSA,"Suliman, Sara",The malignant impact of socio-economic  disparities,2011,2011/06/01,2,1,Page 58,Page 59,,pdf,healthscienceinquiry@gmail.com,2011-2-msa-21-ss.pdf,
Volume 2: Cancer,Main Submissions,MSA,"Shanmugaraj, Sasi; Gunawardana, Geeth C.",Overcoming sociocultural barriers to clinical  breast examinations in South Asian  immigrant women living in Canada,2011,2011/06/01,2,1,Page 60,Page 61,,pdf,healthscienceinquiry@gmail.com,2011-2-msa-22-ss.pdf,
Volume 2: Cancer,Main Submissions,MSA,"Kornblum, Ashley",Adherence to exercise in cancer  survivors,2011,2011/06/01,2,1,Page 62,Page 63,,pdf,healthscienceinquiry@gmail.com,2011-2-msa-23-ak.pdf,
Volume 2: Cancer,Main Submissions,MSA,"Zwiers, Angela",Survivor?...The problem with labeling  paediatric brain tumour “survivors”,2011,2011/06/01,2,1,Page 64,Page 65,,pdf,healthscienceinquiry@gmail.com,2011-2-msa-24-az.pdf,
Volume 2: Cancer,Main Submissions,MSA,"Khan, Sobia",Coping with cancer: Improving mental  health support services in cancer care,2011,2011/06/01,2,1,Page 66,Page 67,,pdf,healthscienceinquiry@gmail.com,2011-2-msa-25-sk.pdf,
Volume 2: Cancer,Main Submissions,MSA,"Buckland, Timothy W.",Lost in Transition: A young adult  cancer survivor’s perspective on life  after cancer,2011,2011/06/01,2,1,Page 68,Page 69,,pdf,healthscienceinquiry@gmail.com,2011-2-msa-26-twb.pdf,
Volume 3: Obesity and Diabetes,News,NEW,"Barra, Nicole",Becoming ‘Weight Wise’: Understanding the Complexities of Obesity,2012,2012/06/01,3,1,Page 13,Page 15,,pdf,healthscienceinquiry@gmail.com,2012-3-new-1-nb.pdf,
Volume 3: Obesity and Diabetes,News,NEW,"DeBoer, Anna",Nutrigenomics: Moving towards Personalized Nutrition for Obesity Prevention,2012,2012/06/01,3,1,Page 16,Page 18,,pdf,healthscienceinquiry@gmail.com,2012-3-new-2-ad.pdf,
Volume 3: Obesity and Diabetes,News,NEW,"Caligiuri, Stephanie",Buckwheat May Help Control Satiety and Reduce Risk Factors for Type 2 Diabetes,2012,2012/06/01,3,1,Page 19,Page 20,,pdf,healthscienceinquiry@gmail.com,2012-3-new-3-sc.pdf,
Volume 3: Obesity and Diabetes,News,NEW,"Huroy, Sofia",Addressing and Managing the Increasing Rate of Obesity among Canadian Youth,2012,2012/06/01,3,1,Page 21,Page 22,,pdf,healthscienceinquiry@gmail.com,2012-3-new-4-sh.pdf,
Volume 3: Obesity and Diabetes,News,NEW,"Capyk, Jenna",Beyond Insulin: On the Road to a Cure for Type 1 Diabetes,2012,2012/06/01,3,1,Page 23,Page 24,,pdf,healthscienceinquiry@gmail.com,2012-3-new-5-jc.pdf,
Volume 3: Obesity and Diabetes,News,NEW,"Torchia, Jonathon",Living the DREAM: A Milestone in Canadian Research,2012,2012/06/01,3,1,Page 25,Page 26,,pdf,healthscienceinquiry@gmail.com,2012-3-new-6-jt.pdf,
Volume 3: Obesity and Diabetes,News,NEW,"Aida, Sivro",The Hidden Dangers of Obesity,2012,2012/06/01,3,1,Page 27,Page 28,,pdf,healthscienceinquiry@gmail.com,2012-3-new-7-as.pdf,
Volume 3: Obesity and Diabetes,News,NEW,"Westfall, Susan",The Regulation of Ghrelin Contributes to the Physiological Basis of Obesity,2012,2012/06/01,3,1,Page 29,Page 30,,pdf,healthscienceinquiry@gmail.com,2012-3-new-8-sw.pdf,
Volume 3: Obesity and Diabetes,News,NEW,"Dodd, Megan",High Rates of Diabetes in Canadian Aboriginals Demands a Complex Solution,2012,2012/06/01,3,1,Page 31,Page 32,,pdf,healthscienceinquiry@gmail.com,2012-3-new-9-md.pdf,
Volume 3: Obesity and Diabetes,News,NEW,"Geary, Janis",Canada’s International Development Research Centre Launches Program to Fund Non-Communicable Disease Prevention Research in Developing Countries,2012,2012/06/01,3,1,Page 33,Page 34,,pdf,healthscienceinquiry@gmail.com,2012-3-new-10-jg.pdf,
Volume 3: Obesity and Diabetes,Ask an Expert,AAE,"Dalvi, Prasad S.",Insulin action in the brain and how this may cause/exacerbate obesity or diabetes,2012,2012/06/01,3,1,Page 36,Page 41,,pdf,healthscienceinquiry@gmail.com,2012-3-aae-11-psd.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Stoddart, Alexandra",Physical education: Preventative health care for youths,2012,2012/06/01,3,1,Page 47 ,Page 48,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-12-as.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Karlos, Angie; Hittel, Dustin",Genomics and young populations: Unlocking the door to preventative medicine,2012,2012/06/01,3,1,Page 49,Page 50,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-13-ak.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Skelhorne-Gross, Graham",PPAR? ligands: Is timing the key to therapeutic vs. obesogenic effects?,2012,2012/06/01,3,1,Page 51,Page 52,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-14-gs.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Monette, Michelle C.",What can clinical neuropsychology offer type II diabetes mellitus treatment management?,2012,2012/06/01,3,1,Page 53,Page 54,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-15-mcm.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Price, Rebecca",Obesity and pain sensitivity: Why should we care?,2012,2012/06/01,3,1,Page 55,Page 56,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-16-rp.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Grenom, Lee",Environmental pollutants and a potential strategy to reduce the risk of diabetes,2012,2012/06/01,3,1,Page 57,Page 58,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-17-lg.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Knight, Emily",Pediatric obesity interventions: Are we targeting the right behaviour to impact obesity?,2012,2012/06/01,3,1,Page 59,Page 60,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-18-ek.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Deck, Penny",Leveraging feedback: A systems approach to successful behaviour change in weight,2012,2012/06/01,3,1,Page 61,Page 63,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-19-pd.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Larouche, Richard; Saunders, Travis J.",Can active school transport prevent overweight and obesity in children and youth?,2012,2012/06/01,3,1,Page 64,Page 65,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-20-rl.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Bahna, Sarra",Fat taste bud receptor CD36 identified in humans: Obesity explanation or excuse?,2012,2012/06/01,3,1,Page 66,Page 67,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-21-sb.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Luth, Westerly",Gamifying health: Using video games for obesity and diabetes interventions,2012,2012/06/01,3,1,Page 68,Page 69,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-22-wl.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Bomhof, Marc R.","Gut bugs, energy balance, and obesity",2012,2012/06/01,3,1,Page 70,Page 71,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-23-mrb.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Upshaw, Adam",A ‘sweet’ take on obesity,2012,2012/06/01,3,1,Page 72,Page 73,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-24-au.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Frame, Alexander",How sugars are sabotaging our health,2012,2012/06/01,3,1,Page 74,Page 75,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-25-af.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Sadowski, Eric A.",Using new technologies to improve individualized self-management of diabetes,2012,2012/06/01,3,1,Page 76,Page 77,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-26-eas.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Mandich, Gillian; Vanderloo, Leigh",Obesity and diabetes among children: Nutrition-related educational and practical barriers and future opportunities,2012,2012/06/01,3,1,Page 78,Page 79,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-27-gm.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Morrison, Stephanie; Schuurman, Jody",Misguidance in diabetes nutrition: Food labeling and agency recommendations,2012,2012/06/01,3,1,Page 80,Page 81,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-28-sm.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Olver, Dylan T.; Thomas, Graeme W.",,2012,2012/06/01,3,1,Page 82,page 83,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-29-dto.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Polsky, Jane",The continuing epidemics of diet- related disease: Environmental drivers of the modern diet and why governments must get involved,2012,2012/06/01,3,1,Page 84,Page 85,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-30-jp.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Bombak, Andrea",Health at every size in Canada: An emerging paradigm shift?,2012,2012/06/01,3,1,Page 86,Page 87,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-31-ab.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Rochefort, Julie E.","Lazy, stupid, worthless: A critical commentary of weight bias in healthcare",2012,2012/06/01,3,1,Page 88,Page 89,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-32-jer.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Dennison, Carol A.",Fighting fat in families: The new “F word”,2012,2012/06/01,3,1,Page 90,Page 91,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-33-cad.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Qasim, Kashmala",Psychosocial correlates of obesity in adolescents: From prevention to intervention,2012,2012/06/01,3,1,Page 92,Page 93,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-34-kq.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Frood, Sarah; Johnston, Lee M.",Shame-based messaging and obesity campaigns: More harm than good?,2012,2012/06/01,3,1,Page 94,Page 95,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-35-sf.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Kowal, Stephanie","Your kids, our future: Diverging perspectives of parents and society on the child body, obesity and responsibility",2012,2012/06/01,3,1,Page 96,Page 97,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-36-sk.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Bahna, Sarra",Using the built environment to combat childhood obesity,2012,2012/06/01,3,1,Page 98,Page 99,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-37-sb.pdf,
Volume 3: Obesity and Diabetes,Main Submissions,MSA,"Darmawikarta, Denise",Nipping it in the bud: The role of primary care in early prevention and management of childhood obesity,2012,2012/06/01,3,1,Page 100,Page 101,,pdf,healthscienceinquiry@gmail.com,2012-3-msa-38-dd.pdf,
